ens_ID	chr	start	end
ENSG00000240432	21	31797583	31798286
ENSG00000171044	8	10753555	11058875
ENSG00000186971	21	31802572	31803216
ENSG00000186970	21	31812597	31813070
ENSG00000170006	4	153539784	153601317
ENSG00000180776	13	21950263	22033509
ENSG00000184351	21	31852018	31852663
ENSG00000186965	21	31859362	31859755
ENSG00000103932	15	41809374	41836467
ENSG00000124164	20	56964178	57026157
ENSG00000244025	21	31863782	31864275
ENSG00000186967	21	31869142	31869451
ENSG00000101181	20	60758085	60778624
ENSG00000186977	21	31873975	31874435
ENSG00000186925	21	31913854	31914183
ENSG00000244362	21	31933194	31933633
ENSG00000206106	21	31962424	31962716
ENSG00000169989	4	153690506	153700916
ENSG00000212938	21	31964759	31965394
ENSG00000106686	9	4553386	4666674
ENSG00000215346	8	10983980	10987745
ENSG00000186930	21	31970909	31971219
ENSG00000145348	4	106962756	107242652
ENSG00000186924	21	31973414	31973612
ENSG00000184724	21	31985750	31986249
ENSG00000099991	22	24407642	24574596
ENSG00000244624	21	31988750	31989003
ENSG00000206105	21	31992946	31993169
ENSG00000088836	20	3208063	3219836
ENSG00000184032	21	32007555	32007938
ENSG00000206104	21	32015183	32015455
ENSG00000231068	21	32090843	32091095
ENSG00000206190	15	25922420	26110317
ENSG00000104643	8	11141925	11185646
ENSG00000187026	21	32119112	32119551
ENSG00000165487	13	22066836	22178353
ENSG00000187005	21	32127439	32127746
ENSG00000183640	21	32185016	32185570
ENSG00000164113	4	123300121	123350957
ENSG00000182591	21	32252966	32253874
ENSG00000206102	21	32410478	32410795
ENSG00000198901	15	91509270	91538859
ENSG00000164144	4	153701089	153839615
ENSG00000151615	4	147560045	147563626
ENSG00000205808	9	4662298	4665256
ENSG00000167315	18	47309869	47340330
ENSG00000198768	20	57034157	57090187
ENSG00000183090	4	144498455	144621828
ENSG00000102678	13	22245522	22278637
ENSG00000085871	4	140586922	140661899
ENSG00000106993	9	4679559	4708398
ENSG00000099994	22	24577227	24585078
ENSG00000169744	4	16503164	16900432
ENSG00000266997	18	47322163	47363993
ENSG00000169118	15	64457716	64648442
ENSG00000156299	21	32490734	32932290
ENSG00000081014	15	51200869	51298097
ENSG00000102683	13	23755091	23899304
ENSG00000101180	20	60790026	60795323
ENSG00000268941	20	57209828	57210772
ENSG00000119487	9	128199672	128469513
ENSG00000137473	4	147627790	147867034
ENSG00000120251	4	158125334	158287227
ENSG00000147853	9	4711155	4742043
ENSG00000196782	4	140637907	141075338
ENSG00000160973	8	145698795	145701718
ENSG00000197465	4	144792020	144826716
ENSG00000073067	7	1022835	1029276
ENSG00000258256	8	86134675	86157946
ENSG00000257962	8	86158524	86162077
ENSG00000259316	15	64472547	64665980
ENSG00000166206	15	26788693	27184686
ENSG00000183578	15	51348795	51397473
ENSG00000167306	18	47349183	47721463
ENSG00000099998	22	24615622	24641110
ENSG00000137460	4	153857504	153900848
ENSG00000166803	15	64657193	64679886
ENSG00000142168	21	33031935	33041244
ENSG00000146540	7	1036622	1177896
ENSG00000120158	9	4792869	4885917
ENSG00000184056	15	91541646	91565833
ENSG00000160972	8	145703352	145727504
ENSG00000153130	4	141178440	141306880
ENSG00000130703	20	60813580	60871268
ENSG00000179934	3	39371197	39375171
ENSG00000151835	13	23902965	24007841
ENSG00000140006	14	64063757	64108579
ENSG00000164849	7	1084212	1098897
ENSG00000250361	4	144917257	145061844
ENSG00000124222	20	57226328	57254582
ENSG00000126821	14	64150932	64194757
ENSG00000144659	3	39424839	39438842
ENSG00000109654	4	154073494	154260472
ENSG00000088854	20	3229951	3388272
ENSG00000269305	9	4859120	4859260
ENSG00000132164	3	10857885	10982419
ENSG00000164125	4	159045626	159094470
ENSG00000134508	18	20714528	20840431
ENSG00000168028	3	39448180	39454033
ENSG00000156304	21	33043346	33104388
ENSG00000177710	8	11188397	11189717
ENSG00000127863	13	24144509	24250232
ENSG00000109471	4	123372625	123377880
ENSG00000184608	8	11225911	11296167
ENSG00000100014	22	24666786	24813708
ENSG00000167081	9	128509624	128729656
ENSG00000205745	7	36118694	36125346
ENSG00000100982	20	44563267	44576662
ENSG00000154319	8	11278972	11332224
ENSG00000137869	15	51500254	51630807
ENSG00000133742	8	86239837	86291243
ENSG00000164850	7	1121844	1133451
ENSG00000151617	4	148402069	148466106
ENSG00000096968	9	4985033	5128183
ENSG00000122547	7	36192758	36341152
ENSG00000027001	13	24304328	24463558
ENSG00000258555	22	24666866	24838324
ENSG00000121211	4	154265801	154336270
ENSG00000103671	15	64679947	64747502
ENSG00000138684	4	123533783	123542224
ENSG00000178381	7	1191707	1200395
ENSG00000136573	8	11351510	11422113
ENSG00000128271	22	24813847	24838328
ENSG00000092445	15	41849873	41871536
ENSG00000164124	4	159122756	159176563
ENSG00000153132	4	141309609	141349122
ENSG00000142149	21	33245628	33416946
ENSG00000268735	13	24322243	24323901
ENSG00000198026	20	44577292	44600833
ENSG00000181004	4	123653857	123666098
ENSG00000205863	13	24465238	24476794
ENSG00000170004	17	7788124	7816078
ENSG00000004660	17	3763609	3798185
ENSG00000268155	9	5077163	5084580
ENSG00000157103	3	11034410	11080933
ENSG00000120210	9	5131979	5185668
ENSG00000180357	15	64752941	64978264
ENSG00000159055	21	33640530	33651380
ENSG00000100024	22	24863206	24924358
ENSG00000120211	9	5231419	5235304
ENSG00000273167	13	24553839	24895169
ENSG00000138685	4	123747863	123819391
ENSG00000130706	20	60877149	60883918
ENSG00000136574	8	11534468	11617511
ENSG00000196814	9	129089128	129269320
ENSG00000186417	15	51633826	51700210
ENSG00000172361	18	47753563	47792892
ENSG00000151552	4	17461884	17513857
ENSG00000107014	9	5299868	5304969
ENSG00000254995	20	57226490	57290466
ENSG00000170262	21	33664124	33687095
ENSG00000107018	9	5334969	5339873
ENSG00000164853	7	1272543	1276954
ENSG00000134490	18	20777108	21017925
ENSG00000198062	22	16256441	16287937
ENSG00000205693	12	27915671	27924209
ENSG00000107020	9	5357973	5437878
ENSG00000167701	8	145728356	145732557
ENSG00000138867	22	24936406	24951903
ENSG00000197037	7	99214569	99230030
ENSG00000164168	4	148538534	148593195
ENSG00000215440	20	57264187	57294294
ENSG00000142207	21	33683329	33765335
ENSG00000121210	4	154387498	154557863
ENSG00000182957	13	24553944	24881212
ENSG00000205301	4	141363416	141419531
ENSG00000108700	17	32646055	32648421
ENSG00000120217	9	5450503	5470566
ENSG00000088812	20	3451687	3631769
ENSG00000226777	14	106383838	106391825
ENSG00000164877	7	1468101	1499138
ENSG00000136944	9	129376722	129463311
ENSG00000255394	8	11618896	11620309
ENSG00000163793	2	27498289	27504367
ENSG00000163655	3	155588325	155661815
ENSG00000170917	4	123809852	123844123
ENSG00000130538	22	16448824	16449805
ENSG00000110958	12	57057127	57082159
ENSG00000165046	8	38243725	38267045
ENSG00000198445	22	17071667	17073700
ENSG00000006459	7	139784546	139876835
ENSG00000100028	22	24951471	25005947
ENSG00000197646	9	5510545	5571282
ENSG00000172967	22	17264302	17302589
ENSG00000129055	3	134196548	134205558
ENSG00000154328	8	11627148	11644855
ENSG00000185518	15	91643180	91844539
ENSG00000119715	14	76776957	76968178
ENSG00000166225	12	69864129	69973562
ENSG00000256073	21	33765439	33766254
ENSG00000169155	9	129567285	129600489
ENSG00000240654	13	24881304	24896673
ENSG00000165959	14	95648277	95786243
ENSG00000182077	10	27687116	27703297
ENSG00000173401	12	75728419	75764340
ENSG00000056291	4	72897521	73013784
ENSG00000179468	7	142723245	142724282
ENSG00000215568	22	17442826	17489112
ENSG00000092108	14	31091318	31205018
ENSG00000205850	13	24895264	24895566
ENSG00000163728	3	180319918	180335616
ENSG00000225781	7	142749417	142750444
ENSG00000087448	12	27932953	27955973
ENSG00000159763	7	142829170	142836839
ENSG00000179387	4	141445312	141474924
ENSG00000184361	17	43331760	43339479
ENSG00000177125	9	129622944	129648157
ENSG00000181374	17	32683471	32685629
ENSG00000166979	21	33784314	33887707
ENSG00000164169	4	148558936	148605381
ENSG00000034533	3	130732719	130746493
ENSG00000186297	15	27111510	27194354
ENSG00000102699	13	24995064	25086948
ENSG00000164879	8	86285665	86361269
ENSG00000196639	3	11178779	11305243
ENSG00000176463	15	92396925	92715665
ENSG00000114405	3	62304648	62321888
ENSG00000270033	17	60349848	60360276
ENSG00000170180	4	145030457	145061904
ENSG00000145375	4	123844229	124240605
ENSG00000130702	20	60883011	60942368
ENSG00000236398	7	142880512	142881528
ENSG00000127399	7	150019728	150035239
ENSG00000249581	4	17516788	17528727
ENSG00000112304	6	24667263	24705293
ENSG00000104093	15	51739908	51915030
ENSG00000159199	17	46970127	46973233
ENSG00000172421	17	60447579	60493837
ENSG00000128802	10	48413092	48416853
ENSG00000179674	3	160394948	160396233
ENSG00000135519	12	49932940	49952091
ENSG00000180304	15	64979772	64995480
ENSG00000104267	8	86376081	86393722
ENSG00000107623	10	48425815	48438976
ENSG00000165097	6	18155560	18224084
ENSG00000099246	10	27793197	27831143
ENSG00000174099	12	65672423	65882024
ENSG00000163590	3	160473390	160796695
ENSG00000095564	10	93683526	93790082
ENSG00000087494	12	28111017	28125638
ENSG00000107036	9	5629025	5776557
ENSG00000188707	7	150026938	150029808
ENSG00000136697	2	113825547	113833427
ENSG00000183770	3	138663066	138665982
ENSG00000198879	10	7200586	7453450
ENSG00000002549	4	17578815	17609595
ENSG00000184992	12	125478246	125515777
ENSG00000214643	6	49913814	49917157
ENSG00000106538	7	150035408	150038763
ENSG00000177663	22	17565844	17596583
ENSG00000242220	21	33948862	33959683
ENSG00000167100	17	48187404	48207246
ENSG00000240764	5	140868808	140892546
ENSG00000135919	2	224839829	224904036
ENSG00000177684	6	49927962	49931818
ENSG00000152766	10	90581889	90611575
ENSG00000182923	3	134204585	134293859
ENSG00000144026	2	95813075	95831158
ENSG00000156140	4	73146686	73434516
ENSG00000171509	4	159236463	159574524
ENSG00000166831	15	65032091	65067786
ENSG00000107816	10	102756375	102767593
ENSG00000164209	5	110073837	110100857
ENSG00000136828	9	129677053	129985445
ENSG00000100985	20	44637547	44645200
ENSG00000153266	3	62355356	62359999
ENSG00000180638	17	19581601	19622292
ENSG00000204335	2	171571861	171574588
ENSG00000109424	4	141480588	141489959
ENSG00000108819	17	48211104	48227991
ENSG00000213639	2	28974506	29025806
ENSG00000265590	21	33951132	33984591
ENSG00000206262	3	138666076	138672293
ENSG00000204334	2	171640296	171655481
ENSG00000167700	8	145734457	145736596
ENSG00000124562	6	34725183	34741571
ENSG00000100031	22	24979718	25024972
ENSG00000206260	3	138722804	138725110
ENSG00000089127	12	113344582	113369990
ENSG00000079459	8	11653082	11696818
ENSG00000197548	3	11313995	11599139
ENSG00000118514	6	135238528	135271260
ENSG00000174083	17	8706041	8770994
ENSG00000154265	17	67240452	67323385
ENSG00000112667	6	43193367	43197222
ENSG00000165309	10	23216953	23326518
ENSG00000263020	6	31633879	31641323
ENSG00000082153	2	201675317	201688569
ENSG00000186074	17	72690452	72709117
ENSG00000159079	21	33964389	33985176
ENSG00000108702	17	32687347	32690250
ENSG00000182256	15	27216429	27778373
ENSG00000268400	19	7694682	7707934
ENSG00000183307	22	17597189	17602257
ENSG00000138134	10	90639491	90734910
ENSG00000234769	16	64043	69452
ENSG00000240053	6	31637944	31641553
ENSG00000169398	8	141667999	142012315
ENSG00000140451	15	65107831	65117867
ENSG00000235478	22	17602476	17612994
ENSG00000137462	4	154622652	154626851
ENSG00000269018	11	65358665	65359947
ENSG00000169255	3	160801671	160823172
ENSG00000180316	6	36210980	36276372
ENSG00000091128	7	107663993	107770801
ENSG00000197322	17	32901142	32906388
ENSG00000175110	3	138724648	139076065
ENSG00000152822	6	146348782	146758734
ENSG00000006837	5	133541305	133706738
ENSG00000106258	7	99245817	99277621
ENSG00000071205	4	148653214	148993931
ENSG00000196954	11	104813593	104840163
ENSG00000175348	11	8968841	8986558
ENSG00000130522	19	18390563	18392432
ENSG00000108298	17	37356536	37360980
ENSG00000173338	11	65360326	65363467
ENSG00000181291	17	32907768	32966337
ENSG00000268797	19	41307202	41404187
ENSG00000211450	11	57508825	57510986
ENSG00000135486	12	54673977	54680872
ENSG00000164485	6	137464968	137494785
ENSG00000145428	4	154631277	154681387
ENSG00000075673	13	25254549	25285921
ENSG00000075651	3	171318195	171528740
ENSG00000144306	2	175260458	175294303
ENSG00000163064	2	119599747	119605254
ENSG00000130520	19	18417040	18434084
ENSG00000255974	19	41349443	41356352
ENSG00000181409	17	79091095	79139877
ENSG00000105202	19	40325098	40337054
ENSG00000181649	11	2949503	2950685
ENSG00000196600	11	62931248	62997124
ENSG00000178188	16	28857921	28885526
ENSG00000081760	12	125549925	125627873
ENSG00000120265	6	150070579	150132556
ENSG00000236624	1	45959538	45965751
ENSG00000132424	6	99845927	99873207
ENSG00000089250	12	117645947	117889975
ENSG00000109436	4	141541919	141677274
ENSG00000161980	16	96407	103628
ENSG00000240403	19	55361898	55378662
ENSG00000140557	15	92937058	93011958
ENSG00000148734	10	72007085	72043432
ENSG00000170788	10	82095861	82116511
ENSG00000184719	10	90033621	90344287
ENSG00000172538	10	50339199	50342053
ENSG00000204161	10	50362773	50396630
ENSG00000133665	10	82104501	82127829
ENSG00000107949	10	127512115	127542264
ENSG00000176273	10	95653730	95715819
ENSG00000204022	10	90346510	90366733
ENSG00000165406	10	45950035	46090354
ENSG00000148840	10	103892787	103910082
ENSG00000148688	10	92631473	92668312
ENSG00000130640	10	135093135	135125841
ENSG00000182333	10	90424198	90438571
ENSG00000138193	10	95753746	96092580
ENSG00000172731	10	72058729	72142382
ENSG00000156113	10	78629359	79398353
ENSG00000136754	10	27035522	27150016
ENSG00000089876	10	127524906	127585005
ENSG00000107968	10	30722866	30750762
ENSG00000177354	10	50507187	50535537
ENSG00000172671	10	46111043	46168228
ENSG00000148730	10	72164135	72188374
ENSG00000156574	10	72192071	72207707
ENSG00000197604	10	72194585	72196314
ENSG00000107719	10	72238577	72328205
ENSG00000180644	10	72357104	72362531
ENSG00000122378	10	82167585	82192753
ENSG00000138162	10	123748689	124014060
ENSG00000151033	10	30900718	30918691
ENSG00000165606	10	50572237	50603497
ENSG00000204021	10	90484301	90512543
ENSG00000225830	10	50663414	50747584
ENSG00000165863	10	118423207	118429775
ENSG00000183621	10	31109136	31320866
ENSG00000165868	10	118430703	118502085
ENSG00000138316	10	72432559	72522197
ENSG00000198546	10	135121979	135166033
ENSG00000166197	10	103911933	103923627
ENSG00000188316	10	118609023	118671299
ENSG00000148677	10	92671853	92681033
ENSG00000172661	10	46222648	46288409
ENSG00000203780	10	127585108	127698161
ENSG00000166220	10	72530995	72545157
ENSG00000187164	10	118643742	118886097
ENSG00000204020	10	90521163	90537999
ENSG00000243251	10	50723151	50747086
ENSG00000166224	10	72575717	72640930
ENSG00000258838	10	50723247	50747584
ENSG00000173239	10	90562487	90580303
ENSG00000108219	10	82213922	82292879
ENSG00000180628	10	92979908	93044088
ENSG00000173145	10	96075004	96122716
ENSG00000166228	10	72642037	72648541
ENSG00000148516	10	31607424	31818742
ENSG00000130643	10	135138927	135150475
ENSG00000107731	10	72972327	73062621
ENSG00000165828	10	135160650	135166187
ENSG00000119915	10	103986085	103989346
ENSG00000070748	10	50817141	50901925
ENSG00000107859	10	103989943	104001231
ENSG00000165338	10	93170096	93274586
ENSG00000107862	10	104005289	104142656
ENSG00000148803	10	135168658	135171529
ENSG00000127884	10	135175984	135187193
ENSG00000107890	10	27280843	27389421
ENSG00000198246	10	73079015	73123142
ENSG00000107736	10	73156691	73575702
ENSG00000148832	10	135192695	135205198
ENSG00000148848	10	127700950	128077024
ENSG00000165632	10	7860467	8058590
ENSG00000187714	10	50818347	50820765
ENSG00000178645	10	50887697	50918307
ENSG00000178217	10	82297658	82406316
ENSG00000108239	10	96162261	96295687
ENSG00000197444	10	50942689	50970425
ENSG00000185737	10	83635070	84746935
ENSG00000119938	10	93388199	93392811
ENSG00000107485	10	8095567	8117161
ENSG00000077150	10	104153867	104162281
ENSG00000107854	10	93558069	93625033
ENSG00000148704	10	118888032	118897812
ENSG00000186795	10	118957000	118969810
ENSG00000165646	10	119000604	119038941
ENSG00000154493	10	128113566	128359079
ENSG00000119969	10	96305547	96373662
ENSG00000227345	10	51026325	51130715
